"name","college","link","smallMult","rank","draft_year","draft_rd","draft_pk","recruit_year","avgRank","top","highSchool","coll","draft","rookie","valid_seasons","allstar","bad","good","great","highest"
"Greivis Vasquez","University of Maryland","/players/v/vasqugr01.html",0,93,2010,1,28,2006,115,1,1,1,1,1,4,,,1,,"good"
"Jeremy Mayfield","University of Alabama at Birmingham","https://www.sports-reference.com/cbb/players/jeremy-mayfield-1.html",0,94,,,,2006,,1,1,0,,,,,,,,"college"
"Dan Werner","University of Florida","https://www.sports-reference.com/cbb/players/dan-werner-1.html",1,94,,,,2006,,1,1,0,,,,,,,,"college"
"Cameron Tatum","University of Tennessee","https://www.sports-reference.com/cbb/players/cameron-tatum-1.html",1,96,,,,2006,,1,1,0,,,,,,,,"college"
"Hamady N'Diaye","Rutgers University","/players/n/ndiayha01.html",0,97,2010,2,56,2006,,1,1,1,1,1,0,,1,,,"bad"
"Daniel Deane","Oregon State University","https://www.sports-reference.com/cbb/players/daniel-deane-1.html",0,97,,,,2006,,1,1,0,,,,,,,,"college"
"Da'Sean Butler","West Virginia University","https://www.sports-reference.com/cbb/players/dasean-butler-1.html",0,99,2010,,,2006,,1,1,1,0,,,,,,,"draft"
"Adrion Graves","Xavier University","https://www.sports-reference.com/cbb/players/adrion-graves-1.html",0,100,,,,2006,,1,1,0,,,,,,,,"college"
"O.J. Mayo","University of Southern California","/players/m/mayooj01.html",1,1,2008,1,3,2007,129.3,1,1,1,1,1,6,,1,,,"bad"
"Kevin Love","University of California, Los Angeles","/players/l/loveke01.html",1,2,2008,1,5,2007,16.8,1,1,1,1,1,9,1,,,,"allstar"
"Eric Gordon","Indiana University","/players/g/gordoer01.html",0,3,2008,1,7,2007,102.8,1,1,1,1,1,7,,,1,,"good"
"Michael Beasley","Kansas State University","/players/b/beaslmi01.html",0,4,2008,1,2,2007,163.8,1,1,1,1,1,5,,1,,,"bad"
"Derrick Rose","University of Memphis","/players/r/rosede01.html",1,5,2008,1,1,2007,74.5,1,1,1,1,1,7,,,1,,"good"
"Kyle Singler","Duke University","/players/s/singlky01.html",1,6,2011,2,33,2007,143.5,1,1,1,1,1,3,,1,,,"bad"
"Jerryd Bayless","University of Arizona","/players/b/bayleje01.html",1,7,2008,1,11,2007,155.375,1,1,1,1,1,4,,1,,,"bad"
"Donte Greene","Syracuse University","/players/g/greendo01.html",1,8,2008,1,28,2007,162.5,1,1,1,1,1,1,,1,,,"bad"
"J.J. Hickson","North Carolina State University","/players/h/hicksjj01.html",1,9,2008,1,19,2007,165.1,1,1,1,1,1,5,,1,,,"bad"
"Patrick Patterson","University of Kentucky","/players/p/pattepa01.html",1,10,2010,1,14,2007,78.9,1,1,1,1,1,6,,,1,,"good"
"Nick Calathes","University of Florida","/players/c/calatni01.html",1,11,2009,2,45,2007,,1,1,1,1,1,0,,1,,,"bad"
"Kosta Koufos","Ohio State University","/players/k/koufoko01.html",1,12,2008,1,23,2007,75,1,1,1,1,1,1,,,1,,"good"
"DeAndre Jordan","Texas A&M University","/players/j/jordade01.html",0,13,2008,2,35,2007,18.4,1,1,1,1,1,8,1,,,,"allstar"
"Austin Freeman","Georgetown University","https://www.sports-reference.com/cbb/players/austin-freeman-1.html",1,14,,,,2007,,1,1,0,,,,,,,,"college"
"Anthony Randolph","Louisiana State University","/players/r/randoan01.html",0,15,2008,1,14,2007,,1,1,1,1,1,0,,1,,,"bad"
"Blake Griffin","University of Oklahoma","/players/g/griffbl01.html",0,16,2009,1,1,2007,14.1,1,1,1,1,1,7,1,,,,"allstar"
"James Harden","Arizona State University","/players/h/hardeja01.html",0,17,2009,1,3,2007,4.4,1,1,1,1,1,9,1,,,,"allstar"
"Nolan Smith","Duke University","/players/s/smithno01.html",1,18,2011,1,21,2007,,1,1,1,1,1,0,,1,,,"bad"
"Gani Lawal","Georgia Institute of Technology","/players/l/lawalga01.html",1,19,2010,2,46,2007,,1,1,1,1,0,0,,,,,"rookie"
"Jonny Flynn","Syracuse University","/players/f/flynnjo01.html",1,20,2009,1,6,2007,193,1,1,1,1,1,1,,1,,,"bad"
"Corey Fisher","Villanova University","https://www.sports-reference.com/cbb/players/corey-fisher-1.html",1,21,,,,2007,,1,1,0,,,,,,,,"college"
"Cole Aldrich","University of Kansas","/players/a/aldrico01.html",1,22,2010,1,11,2007,,1,1,1,1,1,0,,1,,,"bad"
"E'Twaun Moore","Purdue University","/players/m/mooreet01.html",0,23,2011,2,55,2007,143.375,1,1,1,1,1,4,,1,,,"bad"
"Solomon Alabi","Florida State University","/players/a/alabiso01.html",1,24,2010,2,50,2007,,1,1,1,1,1,0,,1,,,"bad"
"Jamelle Horne","University of Arizona","https://www.sports-reference.com/cbb/players/jamelle-horne-1.html",1,25,,,,2007,,1,1,0,,,,,,,,"college"
"Corey Stokes","Villanova University","https://www.sports-reference.com/cbb/players/corey-stokes-2.html",1,26,,,,2007,,1,1,0,,,,,,,,"college"
"Taylor King","Villanova University","https://www.sports-reference.com/cbb/players/taylor-king-1.html",1,27,,,,2007,,1,1,0,,,,,,,,"college"
"James Anderson","Oklahoma State University","/players/a/anderja01.html",0,28,2010,1,20,2007,171,1,1,1,1,1,1,,1,,,"bad"
"Gary Johnson","University of Texas at Austin","https://www.sports-reference.com/cbb/players/gary-johnson-1.html",1,29,,,,2007,,1,1,0,,,,,,,,"college"
"Durrell Summers","Michigan State University","https://www.sports-reference.com/cbb/players/durrell-summers-1.html",1,30,,,,2007,,1,1,0,,,,,,,,"college"
"Chris Wright","Georgetown University","/players/w/wrighch02.html",1,31,,,,2007,,1,1,0,,,0,,,,,"college"
"Herb Pope","Seton Hall University","https://www.sports-reference.com/cbb/players/herb-pope-1.html",0,32,,,,2007,,1,1,0,,,,,,,,"college"
"Jai Lucas","University of Texas at Austin","https://www.sports-reference.com/cbb/players/jai-lucas-1.html",1,33,,,,2007,,1,1,0,,,,,,,,"college"
"Austin Daye","Gonzaga University","/players/d/dayeau01.html",0,34,2009,1,15,2007,,1,1,1,1,1,0,,1,,,"bad"
"Kalin Lucas","Michigan State University","/players/l/lucaska01.html",1,35,,,,2007,,1,1,0,,,0,,,,,"college"
"DeJuan Blair","University of Pittsburgh","/players/b/blairde01.html",0,36,2009,2,37,2007,106.25,1,1,1,1,1,2,,,1,,"good"
"Lacedarius Dunn","Baylor University","https://www.sports-reference.com/cbb/players/lacedarius-dunn-1.html",0,37,,,,2007,,1,1,0,,,,,,,,"college"
"Alex Legion","Florida International University","https://www.sports-reference.com/cbb/players/alex-legion-1.html",0,38,,,,2007,,1,1,0,,,,,,,,"college"
"Chandler Parsons","University of Florida","/players/p/parsoch01.html",1,39,2011,2,38,2007,53.5,1,1,1,1,1,5,,,,1,"great"
"Chris Allen","Iowa State University","https://www.sports-reference.com/cbb/players/chris-allen-1.html",0,40,,,,2007,,1,1,0,,,,,,,,"college"
"Dar Tucker","DePaul University","https://www.sports-reference.com/cbb/players/dar-tucker-1.html",0,41,,,,2007,,1,1,0,,,,,,,,"college"
"Manny Harris","University of Michigan","/players/h/harrima01.html",0,42,,,,2007,,1,1,0,,,0,,,,,"college"
"Scott Martin","University of Notre Dame","https://www.sports-reference.com/cbb/players/scott-martin-1.html",0,43,,,,2007,,1,1,0,,,,,,,,"college"
"Senario Hillman","University of Alabama","https://www.sports-reference.com/cbb/players/senario-hillman-1.html",1,44,,,,2007,,1,1,0,,,,,,,,"college"
"Mac Koshwal","DePaul University","https://www.sports-reference.com/cbb/players/mac-koshwal-1.html",0,45,,,,2007,,1,1,0,,,,,,,,"college"
"James Johnson","Wake Forest University","/players/j/johnsja01.html",0,46,2009,1,16,2007,74,1,1,1,1,1,3,,,1,,"good"
"JaJuan Johnson","Purdue University","/players/j/johnsja02.html",0,47,2011,1,27,2007,,1,1,1,1,0,0,,,,,"rookie"
"Jeff Robinson","Seton Hall University","https://www.sports-reference.com/cbb/players/jeff-robinson-2.html",0,48,,,,2007,,1,1,0,,,,,,,,"college"
"Matthew Bryan-Amaning","University of Washington","https://www.sports-reference.com/cbb/players/matthew-bryan-amaning-1.html",0,49,,,,2007,,1,1,0,,,,,,,,"college"
"Scoop Jardine","Syracuse University","https://www.sports-reference.com/cbb/players/scoop-jardine-1.html",1,50,,,,2007,,1,1,0,,,,,,,,"college"
"Craig Brackins","Iowa State University","/players/b/brackcr01.html",0,51,2010,1,21,2007,,1,1,1,1,1,0,,1,,,"bad"
"Evan Turner","Ohio State University","/players/t/turneev01.html",1,52,2010,1,2,2007,145.8,1,1,1,1,1,8,,1,,,"bad"
"Alex Tyus","University of Florida","https://www.sports-reference.com/cbb/players/alex-tyus-1.html",1,53,,,,2007,,1,1,0,,,,,,,,"college"
"Rico Pickett","Manhattan College","https://www.sports-reference.com/cbb/players/rico-pickett-1.html",0,54,,,,2007,,1,1,0,,,,,,,,"college"
"Jeff Teague","Wake Forest University","/players/t/teaguje01.html",0,55,2009,1,19,2007,54.2,1,1,1,1,1,7,,,,1,"great"
"Chris Wright","University of Dayton","/players/w/wrighch01.html",0,56,,,,2007,,1,1,0,,,0,,,,,"college"
"Jon Diebler","Ohio State University","/players/d/diebljo01.html",1,57,2011,2,51,2007,,1,1,1,0,,0,,,,,"draft"
"Anthony McClain","University of Cincinnati","https://www.sports-reference.com/cbb/players/anthony-mcclain-1.html",0,58,,,,2007,,1,1,0,,,,,,,,"college"
"Chace Stanback","University of Nevada, Las Vegas","/players/s/stanbch01.html",0,59,,,,2007,,1,1,0,,,0,,,,,"college"
"Rick Jackson","Syracuse University","https://www.sports-reference.com/cbb/players/rick-jackson-1.html",1,60,,,,2007,,1,1,0,,,,,,,,"college"
"Robbie Hummel","Purdue University","/players/h/hummero01.html",0,61,2012,2,58,2007,,1,1,1,1,1,0,,1,,,"bad"
"Marcus Morris","University of Kansas","/players/m/morrima03.html",1,62,2011,1,14,2007,108.4,1,1,1,1,1,5,,,1,,"good"
"Tyrel Reed","University of Kansas","https://www.sports-reference.com/cbb/players/tyrel-reed-1.html",1,63,,,,2007,,1,1,0,,,,,,,,"college"
"Tracy Smith","North Carolina State University","https://www.sports-reference.com/cbb/players/tracy-smith-1.html",1,64,,,,2007,,1,1,0,,,,,,,,"college"
"Demetri McCamey","University of Illinois at Urbana-Champaign","https://www.sports-reference.com/cbb/players/demetri-mccamey-1.html",0,65,,,,2007,,1,1,0,,,,,,,,"college"
"Jeff Jones","University of Virginia","https://www.sports-reference.com/cbb/players/jeff-jones-2.html",0,66,,,,2007,,1,1,0,,,,,,,,"college"
"Rakim Sanders","Fairfield University","https://www.sports-reference.com/cbb/players/rakim-sanders-1.html",0,66,,,,2007,,1,1,0,,,,,,,,"college"
"Corey Chandler","Rutgers University","https://www.sports-reference.com/cbb/players/corey-chandler-1.html",0,68,,,,2007,,1,1,0,,,,,,,,"college"
"Braxton Dupree","Towson University","https://www.sports-reference.com/cbb/players/braxton-dupree-1.html",0,69,,,,2007,,1,1,0,,,,,,,,"college"
"Bill Walker","Kansas State University","/players/w/walkebi01.html",0,69,2008,2,47,2007,,1,1,1,1,1,0,,1,,,"bad"
"Dorenzo Hudson","Virginia Polytechnic Institute and State University","https://www.sports-reference.com/cbb/players/dorenzo-hudson-1.html",0,71,,,,2007,,1,1,0,,,,,,,,"college"
"Eddie Rios","Texas State University","https://www.sports-reference.com/cbb/players/eddie-rios-1.html",0,72,,,,2007,,1,1,0,,,,,,,,"college"
"Julian Vaughn","Georgetown University","https://www.sports-reference.com/cbb/players/julian-vaughn-1.html",1,73,,,,2007,,1,1,0,,,,,,,,"college"
"Malcolm Delaney","Virginia Polytechnic Institute and State University","https://www.sports-reference.com/cbb/players/malcolm-delaney-1.html",0,74,,,,2007,,1,1,0,,,,,,,,"college"
"Dallas Lauderdale","Ohio State University","https://www.sports-reference.com/cbb/players/dallas-lauderdale-1.html",1,75,,,,2007,,1,1,0,,,,,,,,"college"
"Jason Henry","University of Arkansas","https://www.sports-reference.com/cbb/players/jason-henry-1.html",0,76,,,,2007,,1,1,0,,,,,,,,"college"
"Gus Gilchrist","University of South Florida","https://www.sports-reference.com/cbb/players/augustus-gilchrist-1.html",0,77,,,,2007,,1,1,0,,,,,,,,"college"
"Dominique Sutton","","https://www.sports-reference.com/cbb/players/dominique-sutton-1.html",0,78,,,,2007,,1,1,0,,,,,,,,"college"
"Beas Hamga","University of Alabama at Birmingham","https://www.sports-reference.com/cbb/players/beas-hamga-1.html",0,79,,,,2007,,1,1,0,,,,,,,,"college"
"Justin Burrell","St. John's University","https://www.sports-reference.com/cbb/players/justin-burrell-1.html",0,80,,,,2007,,1,1,0,,,,,,,,"college"
"Jeremy Price","University of Georgia","https://www.sports-reference.com/cbb/players/jeremy-price-1.html",0,80,,,,2007,,1,1,0,,,,,,,,"college"
"Clint Chapman","University of Texas at Austin","https://www.sports-reference.com/cbb/players/clint-chapman-1.html",1,82,,,,2007,,1,1,0,,,,,,,,"college"
"George Goode","Fairleigh Dickinson University","https://www.sports-reference.com/cbb/players/george-goode-1.html",0,84,,,,2007,,1,1,0,,,,,,,,"college"
"Jeff Brooks","Pennsylvania State University","https://www.sports-reference.com/cbb/players/jeff-brooks-1.html",0,85,,,,2007,,1,1,0,,,,,,,,"college"
"Ravern Johnson","Mississippi State University","https://www.sports-reference.com/cbb/players/ravern-johnson-1.html",0,86,,,,2007,,1,1,0,,,,,,,,"college"
"Maurice Miller","Georgia Institute of Technology","https://www.sports-reference.com/cbb/players/maurice-miller-1.html",1,87,,,,2007,,1,1,0,,,,,,,,"college"
"Jon Leuer","University of Wisconsin","/players/l/leuerjo01.html",0,88,2011,2,40,2007,99,1,1,1,1,1,1,,,1,,"good"
"Brad Wanamaker","University of Pittsburgh","/players/w/wanambr01.html",0,89,,,,2007,,1,1,0,,,0,,,,,"college"
"Eli Holman","University of Detroit Mercy","https://www.sports-reference.com/cbb/players/eli-holman-1.html",0,90,,,,2007,,1,1,0,,,,,,,,"college"
"Trevor Mbakwe","University of Minnesota","https://www.sports-reference.com/cbb/players/trevor-mbakwe-1.html",0,91,,,,2007,,1,1,0,,,,,,,,"college"
"Markieff Morris","University of Kansas","/players/m/morrima02.html",1,92,2011,1,13,2007,100.6,1,1,1,1,1,7,,,1,,"good"
"Brandon McGee","Georgia State University","https://www.sports-reference.com/cbb/players/brandon-mcgee-1.html",0,93,,,,2007,,1,1,0,,,,,,,,"college"
"Martavius Adams","Longwood University","https://www.sports-reference.com/cbb/players/martavius-adams-1.html",0,94,,,,2007,,1,1,0,,,,,,,,"college"
"Darnell Gant","University of Washington","https://www.sports-reference.com/cbb/players/darnell-gant-1.html",0,95,,,,2007,,1,1,0,,,,,,,,"college"
"Mike Holmes","","https://www.sports-reference.com/cbb/players/mike-holmes-1.html",0,96,,,,2007,,1,1,0,,,,,,,,"college"
"Tyrone Shelley","San Diego State University","https://www.sports-reference.com/cbb/players/tyrone-shelley-1.html",0,98,,,,2007,,1,1,0,,,,,,,,"college"
"Leonard Washington","University of Wyoming","https://www.sports-reference.com/cbb/players/leonard-washington-1.html",0,99,,,,2007,,1,1,0,,,,,,,,"college"
"Steven Gray","Gonzaga University","https://www.sports-reference.com/cbb/players/steven-gray-1.html",0,100,,,,2007,,1,1,0,,,,,,,,"college"
"Brandon Jennings","","/players/j/jennibr01.html",0,1,2009,1,10,2008,82.2,1,1,1,1,1,6,,,1,,"good"
"Jrue Holiday","University of California, Los Angeles","/players/h/holidjr01.html",1,2,2009,1,17,2008,47.8,1,1,1,1,1,7,,,,1,"great"
"Tyreke Evans","University of Memphis","/players/e/evansty01.html",1,3,2009,1,4,2008,78.4,1,1,1,1,1,7,,,1,,"good"
"Samardo Samuels","University of Louisville","/players/s/samuesa01.html",1,4,,,,2008,,1,1,0,,,0,,,,,"college"
"DeMar DeRozan","University of Southern California","/players/d/derozde01.html",1,5,2009,1,9,2008,72.3,1,1,1,1,1,9,,,1,,"good"
"Greg Monroe","Georgetown University","/players/m/monrogr01.html",1,6,2010,1,7,2008,61.4,1,1,1,1,1,7,,,1,,"good"
"Al-Farouq Aminu","Wake Forest University","/players/a/aminual01.html",0,7,2010,1,8,2008,91.4,1,1,1,1,1,6,,,1,,"good"
"Byron Mullens","Ohio State University","/players/m/mulleby01.html",1,8,2009,1,24,2008,188,1,1,1,1,1,1,,1,,,"bad"
"Ed Davis","University of North Carolina","/players/d/davised01.html",1,9,2010,1,13,2008,106.2,1,1,1,1,1,5,,,1,,"good"
"Delvon Roe","Michigan State University","https://www.sports-reference.com/cbb/players/delvon-roe-1.html",1,10,,,,2008,,1,1,0,,,,,,,,"college"
"Scotty Hopson","University of Tennessee","/players/h/hopsosc01.html",1,11,,,,2008,,1,1,0,,,0,,,,,"college"
"William Buford","Ohio State University","https://www.sports-reference.com/cbb/players/william-buford-1.html",1,12,,,,2008,,1,1,0,,,,,,,,"college"
"Willie Warren","University of Oklahoma","/players/w/warrewi01.html",0,13,2010,2,54,2008,,1,1,1,1,0,0,,,,,"rookie"
"Chris Singleton","Florida State University","/players/s/singlch01.html",1,14,2011,1,18,2008,127.5,1,1,1,1,1,1,,1,,,"bad"
"Kemba Walker","University of Connecticut","/players/w/walkeke02.html",1,15,2011,1,9,2008,29.1,1,1,1,1,1,7,1,,,,"allstar"
"Elliot Williams","University of Memphis","/players/w/williel01.html",1,15,2010,1,22,2008,,1,1,1,1,1,0,,1,,,"bad"
"JaMychal Green","University of Alabama","/players/g/greenja01.html",1,17,,,,2008,120.75,1,1,1,1,1,2,,1,,,"bad"
"Tyler Zeller","University of North Carolina","/players/z/zellety01.html",1,18,2012,1,17,2008,140.75,1,1,1,1,1,2,,1,,,"bad"
"Luke Babbitt","University of Nevada, Reno","/players/b/babbilu01.html",0,19,2010,1,16,2008,,1,1,1,1,1,0,,1,,,"bad"
"Malcolm Lee","University of California, Los Angeles","/players/l/leema01.html",1,20,2011,2,43,2008,,1,1,1,1,1,0,,1,,,"bad"
"DeQuan Jones","University of Miami","/players/j/jonesde01.html",0,21,,,,2008,,1,1,0,,,0,,,,,"college"
"Michael Dunigan","University of Oregon","/players/d/dunigmi01.html",0,22,,,,2008,,1,1,0,,,0,,,,,"college"
"Iman Shumpert","Georgia Institute of Technology","/players/s/shumpim01.html",1,22,2011,1,17,2008,107.625,1,1,1,1,1,4,,,1,,"good"
"Trey Thompkins","University of Georgia","/players/t/thomptr02.html",0,24,2011,2,37,2008,,1,1,1,1,0,0,,,,,"rookie"
"J'Mison Morgan","Baylor University","https://www.sports-reference.com/cbb/players/jmison-morgan-1.html",0,25,,,,2008,,1,1,0,,,,,,,,"college"
"Eloy Vargas","University of Kentucky","https://www.sports-reference.com/cbb/players/eloy-vargas-1.html",1,26,,,,2008,,1,1,0,,,,,,,,"college"
"Rashanti Harris","","",0,27,,,,2008,,1,0,,,,,,,,,"highSchool"
"Jeff Withey","University of Kansas","/players/w/witheje01.html",1,27,2013,2,39,2008,,1,1,1,1,1,0,,1,,,"bad"
"Drew Gordon","University of New Mexico","/players/g/gordodr01.html",0,29,,,,2008,,1,1,0,,,0,,,,,"college"
"Devin Ebanks","West Virginia University","/players/e/ebankde01.html",0,30,2010,2,43,2008,,1,1,1,1,1,0,,1,,,"bad"
"Yancy Gates","University of Cincinnati","https://www.sports-reference.com/cbb/players/yancy-gates-1.html",0,31,,,,2008,,1,1,0,,,,,,,,"college"
"Mike Rosario","University of Florida","https://www.sports-reference.com/cbb/players/mike-rosario-1.html",1,31,,,,2008,,1,1,0,,,,,,,,"college"
"Sylven Landesberg","University of Virginia","https://www.sports-reference.com/cbb/players/sylven-landesberg-1.html",0,33,,,,2008,,1,1,0,,,,,,,,"college"
"DeAndre Liggins","University of Kentucky","/players/l/liggide01.html",1,34,2011,2,53,2008,,1,1,1,1,1,0,,1,,,"bad"
"Kenny Kadji","University of Miami","https://www.sports-reference.com/cbb/players/kenny-kadji-1.html",0,35,,,,2008,,1,1,0,,,,,,,,"college"
"Darius Miller","University of Kentucky","/players/m/milleda01.html",1,35,2012,2,46,2008,159,1,1,1,1,1,1,,1,,,"bad"
"Ty Walker","Wake Forest University","https://www.sports-reference.com/cbb/players/ty-walker-1.html",0,37,,,,2008,,1,1,0,,,,,,,,"college"
"Wesley Witherspoon","University of Memphis","https://www.sports-reference.com/cbb/players/wesley-witherspoon-1.html",1,38,,,,2008,,1,1,0,,,,,,,,"college"
"Tony Mitchell","University of Alabama","/players/m/mitchto03.html",1,39,,,,2008,,1,1,0,,,0,,,,,"college"
"Anthony Jones","Baylor University","https://www.sports-reference.com/cbb/players/anthony-jones-2.html",0,40,,,,2008,,1,1,0,,,,,,,,"college"
"Jerime Anderson","University of California, Los Angeles","https://www.sports-reference.com/cbb/players/jerime-anderson-1.html",1,41,,,,2008,,1,1,0,,,,,,,,"college"
"Tony Woods","University of Oregon","https://www.sports-reference.com/cbb/players/tony-woods-1.html",0,41,,,,2008,,1,1,0,,,,,,,,"college"
"Emmanuel Negedu","University of New Mexico","https://www.sports-reference.com/cbb/players/emmanuel-negedu-1.html",0,43,,,,2008,,1,1,0,,,,,,,,"college"
"Larry Drew","University of California, Los Angeles","/players/d/drewla02.html",1,44,,,,2008,,1,1,0,,,0,,,,,"college"
"Romero Osby","University of Oklahoma","https://www.sports-reference.com/cbb/players/romero-osby-1.html",0,44,2013,,,2008,,1,1,1,0,,,,,,,"draft"
"Mookie Jones","Syracuse University","https://www.sports-reference.com/cbb/players/mookie-jones-1.html",1,46,,,,2008,,1,1,0,,,,,,,,"college"
"Kevin Jones","West Virginia University","/players/j/joneske01.html",0,47,,,,2008,,1,1,0,,,0,,,,,"college"
"Kenny Frease","Xavier University","https://www.sports-reference.com/cbb/players/kenny-frease-1.html",0,48,,,,2008,,1,1,0,,,,,,,,"college"
"Travis Releford","University of Kansas","/players/r/releftr01.html",1,49,,,,2008,,1,1,0,,,0,,,,,"college"
"Sean Mosley","University of Maryland","https://www.sports-reference.com/cbb/players/sean-mosley-1.html",0,50,,,,2008,,1,1,0,,,,,,,,"college"
"Henry Sims","Georgetown University","/players/s/simshe01.html",1,51,,,,2008,,1,1,0,,,0,,,,,"college"
"John Riek","Mississippi State University","https://www.sports-reference.com/cbb/players/john-riek-1.html",0,52,,,,2008,,1,1,0,,,,,,,,"college"
"Terrelle Pryor","","",0,53,,,,2008,,1,0,,,,,,,,,"highSchool"
"Angel Garcia","University of Memphis","https://www.sports-reference.com/cbb/players/angel-garcia-1.html",1,54,,,,2008,,1,1,0,,,,,,,,"college"
"Xavier Gibson","Florida State University","https://www.sports-reference.com/cbb/players/xavier-gibson-1.html",1,55,,,,2008,,1,1,0,,,,,,,,"college"
"Kris Joseph","Syracuse University","/players/j/josepkr01.html",1,56,2012,2,51,2008,,1,1,1,1,0,0,,,,,"rookie"
"Terrence Jennings","University of Louisville","https://www.sports-reference.com/cbb/players/terrence-jennings-1.html",1,57,,,,2008,,1,1,0,,,,,,,,"college"
"Klay Thompson","Washington State University","/players/t/thompkl01.html",0,58,2011,1,11,2008,40.1,1,1,1,1,1,7,,,,1,"great"
"J'Covan Brown","University of Texas at Austin","https://www.sports-reference.com/cbb/players/jcovan-brown-1.html",1,59,,,,2008,,1,1,0,,,,,,,,"college"
"D.J. Seeley","California State University, Fullerton","https://www.sports-reference.com/cbb/players/dj-seeley-1.html",0,60,,,,2008,,1,1,0,,,,,,,,"college"
"Ray Shipman","University of Florida","https://www.sports-reference.com/cbb/players/ray-shipman-1.html",1,61,,,,2008,,1,1,0,,,,,,,,"college"
"Jason Clark","Georgetown University","https://www.sports-reference.com/cbb/players/jason-clark-1.html",1,62,,,,2008,,1,1,0,,,,,,,,"college"
"Ralph Sampson","University of Minnesota","/players/s/sampsra02.html",0,64,,,,2008,,1,1,0,,,0,,,,,"college"
"Catalin Baciu","Clemson University","https://www.sports-reference.com/cbb/players/catalin-baciu-1.html",0,65,,,,2008,,1,1,0,,,,,,,,"college"
"Olek Czyz","University of Nevada, Reno","https://www.sports-reference.com/cbb/players/olek-czyz-1.html",0,66,,,,2008,,1,1,0,,,,,,,,"college"
"Elston Turner","Texas A&M University","https://www.sports-reference.com/cbb/players/elston-turner-2.html",0,68,,,,2008,,1,1,0,,,,,,,,"college"
"Scott Suggs","University of Washington","https://www.sports-reference.com/cbb/players/scott-suggs-1.html",0,69,,,,2008,,1,1,0,,,,,,,,"college"
"Renaldo Woolridge","University of Southern California","/players/w/woolrre01.html",1,70,,,,2008,,1,1,0,,,0,,,,,"college"
"Chris Braswell","University of North Carolina at Charlotte","https://www.sports-reference.com/cbb/players/chris-braswell-1.html",0,71,,,,2008,,1,1,0,,,,,,,,"college"
"Storm Warren","Louisiana State University","https://www.sports-reference.com/cbb/players/storm-warren-1.html",0,72,,,,2008,,1,1,0,,,,,,,,"college"
"Tyshawn Taylor","University of Kansas","/players/t/tayloty01.html",1,73,2012,2,41,2008,,1,1,1,1,1,0,,1,,,"bad"
"Terrance Henry","University of Mississippi","https://www.sports-reference.com/cbb/players/terrance-henry-1.html",0,74,,,,2008,,1,1,0,,,,,,,,"college"
"Ater Majok","University of Connecticut","/players/m/majokat01.html",1,74,2011,2,58,2008,,1,1,1,0,,0,,,,,"draft"
"Allan Chaney","University of Florida","https://www.sports-reference.com/cbb/players/allan-chaney-2.html",1,76,,,,2008,,1,1,0,,,,,,,,"college"
"Matt Simpkins","University of Memphis","https://www.sports-reference.com/cbb/players/matt-simpkins-1.html",1,78,,,,2008,,1,1,0,,,,,,,,"college"
"Erving Walker","University of Florida","https://www.sports-reference.com/cbb/players/erving-walker-1.html",1,79,,,,2008,,1,1,0,,,,,,,,"college"
"Courtney Fortson","University of Arkansas","/players/f/fortsco01.html",0,80,,,,2008,,1,1,0,,,0,,,,,"college"
"Miles Plumlee","Duke University","/players/p/plumlmi01.html",1,81,2012,1,26,2008,134,1,1,1,1,1,1,,1,,,"bad"
"David Loubeau","Texas A&M University","https://www.sports-reference.com/cbb/players/david-loubeau-1.html",0,82,,,,2008,,1,1,0,,,,,,,,"college"
"Anthony Booker","Iowa State University","https://www.sports-reference.com/cbb/players/anthony-booker-1.html",0,83,,,,2008,,1,1,0,,,,,,,,"college"
"Latavious Williams","","/players/w/willila01.html",0,84,2010,2,48,2008,,1,1,1,0,,0,,,,,"draft"
"Nasir Robinson","University of Pittsburgh","https://www.sports-reference.com/cbb/players/nasir-robinson-1.html",0,85,,,,2008,,1,1,0,,,,,,,,"college"
"Rotnei Clarke","Butler University","https://www.sports-reference.com/cbb/players/rotnei-clarke-1.html",0,86,,,,2008,,1,1,0,,,,,,,,"college"
"Korie Lucious","Iowa State University","https://www.sports-reference.com/cbb/players/korie-lucious-1.html",0,87,,,,2008,,1,1,0,,,,,,,,"college"
"Nick Williams","University of Mississippi","https://www.sports-reference.com/cbb/players/nick-williams-2.html",0,88,,,,2008,,1,1,0,,,,,,,,"college"
"Matt Gatens","University of Iowa","https://www.sports-reference.com/cbb/players/matt-gatens-1.html",0,89,,,,2008,,1,1,0,,,,,,,,"college"
"Quintrell Thomas","University of Nevada, Las Vegas","https://www.sports-reference.com/cbb/players/quintrell-thomas-1.html",0,90,,,,2008,,1,1,0,,,,,,,,"college"
"Nate Miles","","",0,91,,,,2008,,1,0,,,,,,,,,"highSchool"
"Cashmere Wright","University of Cincinnati","https://www.sports-reference.com/cbb/players/cashmere-wright-1.html",0,93,,,,2008,,1,1,0,,,,,,,,"college"
"Gregory Echenique","Creighton University","/players/e/echengr01.html",0,94,,,,2008,,1,1,0,,,0,,,,,"college"
"Jeff Taylor","Vanderbilt University","/players/t/tayloje03.html",0,95,2012,2,31,2008,173,1,1,1,1,1,1,,1,,,"bad"
"Paul Williams","University of Dayton","https://www.sports-reference.com/cbb/players/paul-williams-1.html",0,95,,,,2008,,1,1,0,,,,,,,,"college"
