"schoolName","state","item","type","prohibited"
"DOVER HS","OK","professional/business","rationale",NA
"DOVER HS","OK","real world","rationale",NA
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","safe/safety","rationale",NA
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","interfere with learning","rationale",NA
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","pride","rationale",NA
"SCOTIA-GLENVILLE SENIOR HIGH SCHOOL","NY","neat","rationale",NA
"POWDER RIVER CO DIST HIGH","MT","appropriate/inappropriate","rationale",NA
"POWDER RIVER CO DIST HIGH","MT","health","rationale",NA
"POWDER RIVER CO DIST HIGH","MT","disruption/distraction","rationale",NA
"POWDER RIVER CO DIST HIGH","MT","interfere with learning","rationale",NA
"POWDER RIVER CO DIST HIGH","MT","neat","rationale",NA
"PLYMOUTH-WHITEMARSH SHS","PA","appropriate/inappropriate","rationale",NA
"PLYMOUTH-WHITEMARSH SHS","PA","health","rationale",NA
"PLYMOUTH-WHITEMARSH SHS","PA","safe/safety","rationale",NA
"PLYMOUTH-WHITEMARSH SHS","PA","disruption/distraction","rationale",NA
"PLYMOUTH-WHITEMARSH SHS","PA","interfere with learning","rationale",NA
"CENTRAL HIGH SCHOOL","GA","dignity","rationale",NA
"CENTRAL HIGH SCHOOL","GA","pride","rationale",NA
"JERICHO SENIOR HIGH SCHOOL","NY","safe/safety","rationale",NA
"JERICHO SENIOR HIGH SCHOOL","NY","interfere with learning","rationale",NA
"SALIDA HIGH SCHOOL","CO","safe/safety","rationale",NA
"SALIDA HIGH SCHOOL","CO","disruption/distraction","rationale",NA
"SALIDA HIGH SCHOOL","CO","discipline","rationale",NA
"SALIDA HIGH SCHOOL","CO","order","rationale",NA
"THOMAS JEFFERSON HIGH SCHOOL","CO","safe/safety","rationale",NA
"THOMAS JEFFERSON HIGH SCHOOL","CO","disruption/distraction","rationale",NA
"THOMAS JEFFERSON HIGH SCHOOL","CO","interfere with learning","rationale",NA
"THOMAS JEFFERSON HIGH SCHOOL","CO","professional/business","rationale",NA
"SHERIDAN HIGH SCHOOL","WY","modest/modesty","rationale",NA
"SHERIDAN HIGH SCHOOL","WY","appropriate/inappropriate","rationale",NA
"SHERIDAN HIGH SCHOOL","WY","respect/disrespect","rationale",NA
"SHERIDAN HIGH SCHOOL","WY","interfere with learning","rationale",NA
"SHERIDAN HIGH SCHOOL","WY","professional/business","rationale",NA
"NELSON COUNTY HIGH","VA","appropriate/inappropriate","rationale",NA
"NELSON COUNTY HIGH","VA","safe/safety","rationale",NA
"NELSON COUNTY HIGH","VA","professional/business","rationale",NA
"CREEKVIEW H S","TX","modest/modesty","rationale",NA
"CREEKVIEW H S","TX","safe/safety","rationale",NA
"CREEKVIEW H S","TX","disruption/distraction","rationale",NA
"CREEKVIEW H S","TX","teach grooming and hygiene","rationale",NA
"CREEKVIEW H S","TX","dignity","rationale",NA
"HUDSON HIGH","WI","appropriate/inappropriate","rationale",NA
"HUDSON HIGH","WI","health","rationale",NA
"HUDSON HIGH","WI","safe/safety","rationale",NA
"HUDSON HIGH","WI","disruption/distraction","rationale",NA
"HUDSON HIGH","WI","harassment","rationale",NA
"HUDSON HIGH","WI","clean","rationale",NA
"MORENCI HIGH SCHOOL","AZ","modest/modesty","rationale",NA
"MORENCI HIGH SCHOOL","AZ","appropriate/inappropriate","rationale",NA
"MORENCI HIGH SCHOOL","AZ","safe/safety","rationale",NA
"MORENCI HIGH SCHOOL","AZ","decency","rationale",NA
"MORENCI HIGH SCHOOL","AZ","desirable","rationale",NA
"MORENCI HIGH SCHOOL","AZ","neat","rationale",NA
"MORENCI HIGH SCHOOL","AZ","clean","rationale",NA
"WEST SENECA EAST SENIOR HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"WEST SENECA EAST SENIOR HIGH SCHOOL","NY","neat","rationale",NA
"WESTON RANCH HIGH","CA","appropriate/inappropriate","rationale",NA
"WESTON RANCH HIGH","CA","health","rationale",NA
"WESTON RANCH HIGH","CA","safe/safety","rationale",NA
"WESTON RANCH HIGH","CA","disruption/distraction","rationale",NA
"WESTON RANCH HIGH","CA","neat","rationale",NA
"WESTON RANCH HIGH","CA","clean","rationale",NA
"NEX GEN ACADEMY","NM","appropriate/inappropriate","rationale",NA
"NEX GEN ACADEMY","NM","respect/disrespect","rationale",NA
"NEX GEN ACADEMY","NM","professional/business","rationale",NA
"NEX GEN ACADEMY","NM","neat","rationale",NA
"NEX GEN ACADEMY","NM","clean","rationale",NA
"LANDER VALLEY HIGH SCHOOL","WY","modest/modesty","rationale",NA
"LANDER VALLEY HIGH SCHOOL","WY","appropriate/inappropriate","rationale",NA
"LANDER VALLEY HIGH SCHOOL","WY","disruption/distraction","rationale",NA
"LANDER VALLEY HIGH SCHOOL","WY","respect/disrespect","rationale",NA
"SKIATOOK HS","OK","safe/safety","rationale",NA
"SKIATOOK HS","OK","disruption/distraction","rationale",NA
"HORLICK HIGH","WI","appropriate/inappropriate","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","modest/modesty","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","health","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","safe/safety","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","interfere with learning","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","clean","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","reasonable","rationale",NA
"WEST DELAWARE HIGH SCHOOL","IA","academic performance","rationale",NA
"EAST COWETA HIGH SCHOOL","GA","appropriate/inappropriate","rationale",NA
"EAST COWETA HIGH SCHOOL","GA","safe/safety","rationale",NA
"EAST COWETA HIGH SCHOOL","GA","disruption/distraction","rationale",NA
"EAST COWETA HIGH SCHOOL","GA","clean","rationale",NA
"EAST COWETA HIGH SCHOOL","GA","good taste","rationale",NA
"NISKAYUNA HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"NISKAYUNA HIGH SCHOOL","NY","safe/safety","rationale",NA
"NISKAYUNA HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"NISKAYUNA HIGH SCHOOL","NY","interfere with learning","rationale",NA
"NISKAYUNA HIGH SCHOOL","NY","proper decorum","rationale",NA
"EMPORIA HIGH","KS","modest/modesty","rationale",NA
"EMPORIA HIGH","KS","health","rationale",NA
"EMPORIA HIGH","KS","safe/safety","rationale",NA
"EMPORIA HIGH","KS","disruption/distraction","rationale",NA
"EMPORIA HIGH","KS","clean","rationale",NA
"NEWPORT MIDDLE HIGH SCHOOL (HIGH)","NH","modest/modesty","rationale",NA
"NEWPORT MIDDLE HIGH SCHOOL (HIGH)","NH","disruption/distraction","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","health","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","safe/safety","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","interfere with learning","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","academic performance","rationale",NA
"SOUTH CENTRAL CALHOUN HIGH SCHOOL","IA","conduct","rationale",NA
"JACKSON HOLE HIGH SCHOOL","WY","health","rationale",NA
"JACKSON HOLE HIGH SCHOOL","WY","safe/safety","rationale",NA
"JACKSON HOLE HIGH SCHOOL","WY","respect/disrespect","rationale",NA
"JACKSON HOLE HIGH SCHOOL","WY","good judgment","rationale",NA
"JACKSON HOLE HIGH SCHOOL","WY","shame","rationale",NA
"IRAAN H S","TX","appropriate/inappropriate","rationale",NA
"IRAAN H S","TX","safe/safety","rationale",NA
"IRAAN H S","TX","disruption/distraction","rationale",NA
"IRAAN H S","TX","professional/business","rationale",NA
"IRAAN H S","TX","teach grooming and hygiene","rationale",NA
"IRAAN H S","TX","discipline","rationale",NA
"HORIZON HIGH SCHOOL","AZ","modest/modesty","rationale",NA
"HORIZON HIGH SCHOOL","AZ","health","rationale",NA
"HORIZON HIGH SCHOOL","AZ","safe/safety","rationale",NA
"HORIZON HIGH SCHOOL","AZ","disruption/distraction","rationale",NA
"HORIZON HIGH SCHOOL","AZ","interfere with learning","rationale",NA
"HORIZON HIGH SCHOOL","AZ","discipline","rationale",NA
"LINCOLN SENIOR HIGH SCHOOL","MI","disruption/distraction","rationale",NA
"LINCOLN SENIOR HIGH SCHOOL","MI","neat","rationale",NA
"LINCOLN SENIOR HIGH SCHOOL","MI","clean","rationale",NA
"LINCOLN SENIOR HIGH SCHOOL","MI","discretion","rationale",NA
"TURPIN HS","OK","safe/safety","rationale",NA
"TURPIN HS","OK","disruption/distraction","rationale",NA
"TURPIN HS","OK","respect/disrespect","rationale",NA
"TURPIN HS","OK","teach grooming and hygiene","rationale",NA
"TURPIN HS","OK","discipline","rationale",NA
"TURPIN HS","OK","decency","rationale",NA
"TURPIN HS","OK","proper decorum","rationale",NA
"TURPIN HS","OK","clean","rationale",NA
"BELLPORT SENIOR HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"BELLPORT SENIOR HIGH SCHOOL","NY","safe/safety","rationale",NA
"BELLPORT SENIOR HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"BELLPORT SENIOR HIGH SCHOOL","NY","interfere with learning","rationale",NA
"BELLPORT SENIOR HIGH SCHOOL","NY","clean","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","safe/safety","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","disruption/distraction","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","interfere with learning","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","concentrate","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","discipline","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","order","rationale",NA
"PLATTE CANYON HIGH SCHOOL","CO","clean","rationale",NA
"ROSEMONT HIGH","CA","appropriate/inappropriate","rationale",NA
"ROSEMONT HIGH","CA","disruption/distraction","rationale",NA
"BOWLEGS HS","OK","appropriate/inappropriate","rationale",NA
"SPENCERPORT HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"SPENCERPORT HIGH SCHOOL","NY","health","rationale",NA
"SPENCERPORT HIGH SCHOOL","NY","safe/safety","rationale",NA
"SPENCERPORT HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"SPENCERPORT HIGH SCHOOL","NY","interfere with learning","rationale",NA
"PIEDMONT HS","OK","modest/modesty","rationale",NA
"PIEDMONT HS","OK","appropriate/inappropriate","rationale",NA
"PIEDMONT HS","OK","respect/disrespect","rationale",NA
"PIEDMONT HS","OK","pride","rationale",NA
"PIEDMONT HS","OK","good taste","rationale",NA
"RIVERDALE HIGH SCHOOL","FL","appropriate/inappropriate","rationale",NA
"RIVERDALE HIGH SCHOOL","FL","disruption/distraction","rationale",NA
"RIVERDALE HIGH SCHOOL","FL","student behavior","rationale",NA
"RIVERDALE HIGH SCHOOL","FL","neat","rationale",NA
"RIVERDALE HIGH SCHOOL","FL","clean","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","modest/modesty","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","appropriate/inappropriate","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","health","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","safe/safety","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","disruption/distraction","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","respect/disrespect","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","manners","rationale",NA
"PITTSFIELD HIGH SCHOOL","NH","common courtesy","rationale",NA
"WEST ISLIP SENIOR HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"WEST ISLIP SENIOR HIGH SCHOOL","NY","safe/safety","rationale",NA
"WEST ISLIP SENIOR HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"WEST ISLIP SENIOR HIGH SCHOOL","NY","interfere with learning","rationale",NA
"KENYON-WANAMINGO SENIOR HIGH","MN","appropriate/inappropriate","rationale",NA
"KENYON-WANAMINGO SENIOR HIGH","MN","health","rationale",NA
"KENYON-WANAMINGO SENIOR HIGH","MN","safe/safety","rationale",NA
"KENYON-WANAMINGO SENIOR HIGH","MN","disruption/distraction","rationale",NA
"KENYON-WANAMINGO SENIOR HIGH","MN","socially approved","rationale",NA
"KENYON-WANAMINGO SENIOR HIGH","MN","clean","rationale",NA
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","modest/modesty","rationale",NA
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","appropriate/inappropriate","rationale",NA
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","health","rationale",NA
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","safe/safety","rationale",NA
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","disruption/distraction","rationale",NA
"CRATER ACADEMY OF HEALTH AND PUBLIC SERVICES","OR","clean","rationale",NA
"GRAND LEDGE HIGH SCHOOL","MI","health","rationale",NA
"GRAND LEDGE HIGH SCHOOL","MI","safe/safety","rationale",NA
"GRAND LEDGE HIGH SCHOOL","MI","disruption/distraction","rationale",NA
"GRAND LEDGE HIGH SCHOOL","MI","academic environment","rationale",NA
"GRAND LEDGE HIGH SCHOOL","MI","discipline","rationale",NA
"DAVID PROUTY HIGH","MA","appropriate/inappropriate","rationale",NA
"DAVID PROUTY HIGH","MA","health","rationale",NA
"DAVID PROUTY HIGH","MA","safe/safety","rationale",NA
"DAVID PROUTY HIGH","MA","disruption/distraction","rationale",NA
"DAVID PROUTY HIGH","MA","clean","rationale",NA
"DAVID PROUTY HIGH","MA","neat","rationale",NA
"DAVID PROUTY HIGH","MA","decency","rationale",NA
"TARKINGTON H S","TX","modest/modesty","rationale",NA
"TARKINGTON H S","TX","appropriate/inappropriate","rationale",NA
"TARKINGTON H S","TX","safe/safety","rationale",NA
"TARKINGTON H S","TX","disruption/distraction","rationale",NA
"TARKINGTON H S","TX","respect/disrespect","rationale",NA
"TARKINGTON H S","TX","interfere with learning","rationale",NA
"TARKINGTON H S","TX","professional/business","rationale",NA
"TARKINGTON H S","TX","teach grooming and hygiene","rationale",NA
"TARKINGTON H S","TX","behavior","rationale",NA
"TARKINGTON H S","TX","performance","rationale",NA
"TARKINGTON H S","TX","good taste","rationale",NA
"TARKINGTON H S","TX","dignity","rationale",NA
"TARKINGTON H S","TX","pride","rationale",NA
"SOUTH GLENS FALLS SENIOR HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"SOUTH GLENS FALLS SENIOR HIGH SCHOOL","NY","safe/safety","rationale",NA
"SOUTH GLENS FALLS SENIOR HIGH SCHOOL","NY","disruption/distraction","rationale",NA
"SOUTH GLENS FALLS SENIOR HIGH SCHOOL","NY","interfere with learning","rationale",NA
"AFFTON HIGH","MO","modest/modesty","rationale",NA
"AFFTON HIGH","MO","appropriate/inappropriate","rationale",NA
"AFFTON HIGH","MO","health","rationale",NA
"AFFTON HIGH","MO","safe/safety","rationale",NA
"AFFTON HIGH","MO","disruption/distraction","rationale",NA
"AFFTON HIGH","MO","disorder","rationale",NA
"AZLE H S","TX","modest/modesty","rationale",NA
"AZLE H S","TX","health","rationale",NA
"AZLE H S","TX","safe/safety","rationale",NA
"AZLE H S","TX","disruption/distraction","rationale",NA
"AZLE H S","TX","respect/disrespect","rationale",NA
"AZLE H S","TX","interfere with learning","rationale",NA
"AZLE H S","TX","teach grooming and hygiene","rationale",NA
"AZLE H S","TX","discipline","rationale",NA
"LURAY HIGH","VA","health","rationale",NA
"LURAY HIGH","VA","safe/safety","rationale",NA
"LURAY HIGH","VA","disruption/distraction","rationale",NA
"LURAY HIGH","VA","respect/disrespect","rationale",NA
"LURAY HIGH","VA","interfere with learning","rationale",NA
"LURAY HIGH","VA","responsibility","rationale",NA
"LURAY HIGH","VA","pride","rationale",NA
"LURAY HIGH","VA","cohesiveness","rationale",NA
"LURAY HIGH","VA","discipline","rationale",NA
"LURAY HIGH","VA","authority","rationale",NA
"LURAY HIGH","VA","moderation","rationale",NA
"LEBANON SR. HIGH","MO","health","rationale",NA
"LEBANON SR. HIGH","MO","safe/safety","rationale",NA
"LEBANON SR. HIGH","MO","disruption/distraction","rationale",NA
"LEBANON SR. HIGH","MO","conducive to learning","rationale",NA
"LEBANON SR. HIGH","MO","common sense","rationale",NA
"LEBANON SR. HIGH","MO","reasonable attitude","rationale",NA
"HIGLEY HIGH SCHOOL","AZ","modest/modesty","rationale",NA
"HIGLEY HIGH SCHOOL","AZ","health","rationale",NA
"HIGLEY HIGH SCHOOL","AZ","safe/safety","rationale",NA
"HIGLEY HIGH SCHOOL","AZ","pride","rationale",NA
"APPOQUINIMINK HIGH SCHOOL","DE","appropriate/inappropriate","rationale",NA
"APPOQUINIMINK HIGH SCHOOL","DE","disruption/distraction","rationale",NA
"APPOQUINIMINK HIGH SCHOOL","DE","conducive to learning","rationale",NA
"QUANAH H S","TX","safe/safety","rationale",NA
"QUANAH H S","TX","disruption/distraction","rationale",NA
"QUANAH H S","TX","teach grooming and hygiene","rationale",NA
"QUANAH H S","TX","neat","rationale",NA
"RHAM HIGH SCHOOL","CT","appropriate/inappropriate","rationale",NA
"RHAM HIGH SCHOOL","CT","disruption/distraction","rationale",NA
"RHAM HIGH SCHOOL","CT","neat","rationale",NA
"RHAM HIGH SCHOOL","CT","clean","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","health","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","safe/safety","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","clean","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","good learning environment","rationale",NA
"LYNNVILLE-SULLY HIGH SCHOOL","IA","proper","rationale",NA
"GRANDVIEW SR. HIGH","MO","appropriate/inappropriate","rationale",NA
"GRANDVIEW SR. HIGH","MO","safe/safety","rationale",NA
"GRANDVIEW SR. HIGH","MO","disruption/distraction","rationale",NA
"FONTANA HIGH","CA","appropriate/inappropriate","rationale",NA
"FONTANA HIGH","CA","health","rationale",NA
"FONTANA HIGH","CA","safe/safety","rationale",NA
"FONTANA HIGH","CA","disruption/distraction","rationale",NA
"FONTANA HIGH","CA","respect/disrespect","rationale",NA
"FONTANA HIGH","CA","pride","rationale",NA
"WHITMAN HANSON REGIONAL","MA","appropriate/inappropriate","rationale",NA
"WHITMAN HANSON REGIONAL","MA","health","rationale",NA
"WHITMAN HANSON REGIONAL","MA","safe/safety","rationale",NA
"WHITMAN HANSON REGIONAL","MA","disruption/distraction","rationale",NA
"WHITMAN HANSON REGIONAL","MA","interfere with learning","rationale",NA
"HARLOWTON HIGH SCHOOL","MT","tasteful","rationale",NA
"HARLOWTON HIGH SCHOOL","MT","undue attention","rationale",NA
"OAK CREEK HIGH","WI","appropriate/inappropriate","rationale",NA
"OAK CREEK HIGH","WI","interfere with learning","rationale",NA
"MARATHON HIGH","WI","appropriate/inappropriate","rationale",NA
"MARATHON HIGH","WI","health","rationale",NA
"MARATHON HIGH","WI","safe/safety","rationale",NA
"MARATHON HIGH","WI","disruption/distraction","rationale",NA
"MARATHON HIGH","WI","clean","rationale",NA
"MARATHON HIGH","WI","decency","rationale",NA
"AKRON EARLY COLLEGE HIGH SCHOOL","OH","safe/safety","rationale",NA
"AKRON EARLY COLLEGE HIGH SCHOOL","OH","disruption/distraction","rationale",NA
"AKRON EARLY COLLEGE HIGH SCHOOL","OH","neat","rationale",NA
"AKRON EARLY COLLEGE HIGH SCHOOL","OH","clean","rationale",NA
"BONNEY LAKE HIGH SCHOOL","WA","appropriate/inappropriate","rationale",NA
"BONNEY LAKE HIGH SCHOOL","WA","health","rationale",NA
"BONNEY LAKE HIGH SCHOOL","WA","safe/safety","rationale",NA
"BONNEY LAKE HIGH SCHOOL","WA","disruption/distraction","rationale",NA
"BONNEY LAKE HIGH SCHOOL","WA","professional/business","rationale",NA
"ROGERS H S","TX","safe/safety","rationale",NA
"ROGERS H S","TX","disruption/distraction","rationale",NA
"ROGERS H S","TX","interfere with learning","rationale",NA
"ROGERS H S","TX","teach grooming and hygiene","rationale",NA
"ROGERS H S","TX","pride","rationale",NA
"ATHENS HIGH","WI","appropriate/inappropriate","rationale",NA
"ATHENS HIGH","WI","respect/disrespect","rationale",NA
"ATHENS HIGH","WI","interfere with learning","rationale",NA
"ATHENS HIGH","WI","clean","rationale",NA
"ATHENS HIGH","WI","good taste","rationale",NA
"EXCELSIOR SPRINGS HIGH","MO","appropriate/inappropriate","rationale",NA
"EXCELSIOR SPRINGS HIGH","MO","health","rationale",NA
"EXCELSIOR SPRINGS HIGH","MO","safe/safety","rationale",NA
"EXCELSIOR SPRINGS HIGH","MO","disruption/distraction","rationale",NA
"EXCELSIOR SPRINGS HIGH","MO","interfere with learning","rationale",NA
"EXCELSIOR SPRINGS HIGH","MO","moderate","rationale",NA
"BYRON NELSON H S","TX","health","rationale",NA
"BYRON NELSON H S","TX","safe/safety","rationale",NA
"BYRON NELSON H S","TX","disruption/distraction","rationale",NA
"BYRON NELSON H S","TX","respect/disrespect","rationale",NA
"BYRON NELSON H S","TX","interfere with learning","rationale",NA
"BYRON NELSON H S","TX","order","rationale",NA
"BYRON NELSON H S","TX","attracts attention","rationale",NA
"BYRON NELSON H S","TX","clean","rationale",NA
"BYRON NELSON H S","TX","positive attitude","rationale",NA
"CELINA H S","TX","appropriate/inappropriate","rationale",NA
"CELINA H S","TX","safe/safety","rationale",NA
"CELINA H S","TX","disruption/distraction","rationale",NA
"CELINA H S","TX","teach grooming and hygiene","rationale",NA
"CELINA H S","TX","good taste","rationale",NA
"CELINA H S","TX","neat","rationale",NA
"CELINA H S","TX","clean","rationale",NA
"FRONTENAC SR. HIGH SCHOOL","KS","modest/modesty","rationale",NA
"FRONTENAC SR. HIGH SCHOOL","KS","disruption/distraction","rationale",NA
"FRONTENAC SR. HIGH SCHOOL","KS","interfere with learning","rationale",NA
"FRONTENAC SR. HIGH SCHOOL","KS","decency","rationale",NA
"QUEEN CITY H S","TX","appropriate/inappropriate","rationale",NA
"QUEEN CITY H S","TX","safe/safety","rationale",NA
"QUEEN CITY H S","TX","disruption/distraction","rationale",NA
"QUEEN CITY H S","TX","teach grooming and hygiene","rationale",NA
"MACON SR. HIGH","MO","appropriate/inappropriate","rationale",NA
"MACON SR. HIGH","MO","health","rationale",NA
"MACON SR. HIGH","MO","safe/safety","rationale",NA
"MACON SR. HIGH","MO","disruption/distraction","rationale",NA
"MACON SR. HIGH","MO","good taste","rationale",NA
"UNION HIGH SCHOOL","IA","modest/modesty","rationale",NA
"UNION HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"UNION HIGH SCHOOL","IA","health","rationale",NA
"UNION HIGH SCHOOL","IA","safe/safety","rationale",NA
"UNION HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"UNION HIGH SCHOOL","IA","academic performance","rationale",NA
"UNION HIGH SCHOOL","IA","student conduct","rationale",NA
"UNION HIGH SCHOOL","IA","clean","rationale",NA
"SEDRO WOOLLEY SENIOR HIGH SCHOOL","WA","appropriate/inappropriate","rationale",NA
"SEDRO WOOLLEY SENIOR HIGH SCHOOL","WA","disruption/distraction","rationale",NA
"SEDRO WOOLLEY SENIOR HIGH SCHOOL","WA","impacts the learning environment","rationale",NA
"SEDRO WOOLLEY SENIOR HIGH SCHOOL","WA","attracts attention","rationale",NA
"ATASCADERO HIGH","CA","appropriate/inappropriate","rationale",NA
"ATASCADERO HIGH","CA","health","rationale",NA
"ATASCADERO HIGH","CA","safe/safety","rationale",NA
"ATASCADERO HIGH","CA","disruption/distraction","rationale",NA
"ATASCADERO HIGH","CA","proper","rationale",NA
"ATASCADERO HIGH","CA","clean","rationale",NA
"ATASCADERO HIGH","CA","neat","rationale",NA
"AGWSR HIGH SCHOOL","IA","appropriate/inappropriate","rationale",NA
"AGWSR HIGH SCHOOL","IA","health","rationale",NA
"AGWSR HIGH SCHOOL","IA","safe/safety","rationale",NA
"AGWSR HIGH SCHOOL","IA","disruption/distraction","rationale",NA
"AGWSR HIGH SCHOOL","IA","interfere with learning","rationale",NA
"AGWSR HIGH SCHOOL","IA","improper","rationale",NA
"AGWSR HIGH SCHOOL","IA","community standards and values","rationale",NA
"AGWSR HIGH SCHOOL","IA","clean","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","modest/modesty","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","appropriate/inappropriate","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","health","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","safe/safety","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","interfere with learning","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","clean","rationale",NA
"KEYSTONE HIGH SCHOOL","OH","neat","rationale",NA
"CUBA HIGH","MO","appropriate/inappropriate","rationale",NA
"CUBA HIGH","MO","disruption/distraction","rationale",NA
"CUBA HIGH","MO","detriment","rationale",NA
"ONTARIO HIGH SCHOOL","OR","appropriate/inappropriate","rationale",NA
"ONTARIO HIGH SCHOOL","OR","disruption/distraction","rationale",NA
"GOSHEN CENTRAL HIGH SCHOOL","NY","appropriate/inappropriate","rationale",NA
"GOSHEN CENTRAL HIGH SCHOOL","NY","health","rationale",NA
"GOSHEN CENTRAL HIGH SCHOOL","NY","safe/safety","rationale",NA
"GOSHEN CENTRAL HIGH SCHOOL","NY","interfere with learning","rationale",NA
"BATESVILLE HIGH SCHOOL","AR","modest/modesty","rationale",NA
"BATESVILLE HIGH SCHOOL","AR","safe/safety","rationale",NA
"BATESVILLE HIGH SCHOOL","AR","disruption/distraction","rationale",NA
"BATESVILLE HIGH SCHOOL","AR","decency","rationale",NA
"ALAMO HEIGHTS H S","TX","safe/safety","rationale",NA
"ALAMO HEIGHTS H S","TX","disruption/distraction","rationale",NA
"ALAMO HEIGHTS H S","TX","interfere with learning","rationale",NA
"ALAMO HEIGHTS H S","TX","teach grooming and hygiene","rationale",NA
"RANCHO VERDE HIGH","CA","appropriate/inappropriate","rationale",NA
"RANCHO VERDE HIGH","CA","health","rationale",NA
"RANCHO VERDE HIGH","CA","safe/safety","rationale",NA
"RANCHO VERDE HIGH","CA","disruption/distraction","rationale",NA
"RANCHO VERDE HIGH","CA","order","rationale",NA
"RANCHO VERDE HIGH","CA","productivity","rationale",NA
"RANCHO VERDE HIGH","CA","neat","rationale",NA
"SOUTH SENIOR HIGH","MN","appropriate/inappropriate","rationale",NA
"SINTON H S","TX","modest/modesty","rationale",NA
"SINTON H S","TX","appropriate/inappropriate","rationale",NA
"SINTON H S","TX","safe/safety","rationale",NA
"SINTON H S","TX","disruption/distraction","rationale",NA
"SINTON H S","TX","teach grooming and hygiene","rationale",NA
"SINTON H S","TX","respect/disrespect","rationale",NA
"LOMPOC HIGH","CA","modest/modesty","rationale",NA
"LOMPOC HIGH","CA","appropriate/inappropriate","rationale",NA
"LOMPOC HIGH","CA","disruption/distraction","rationale",NA
"LOMPOC HIGH","CA","responsibly","rationale",NA
