gameid,quarter,clock,season,season.type,description
21700314,3,4:53,2017-18,Regular Season,[PHI] Luwawu-Cabarrot Foul: Defense 3 Second (2 PF) (1 FTA) (M Ayotte)
21700315,2,1:55,2017-18,Regular Season,[DEN] Jokic Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700320,2,4:21,2017-18,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700321,3,10:26,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (5 PF) (1 FTA) (M Smith)
21700322,3,7:32,2017-18,Regular Season,[CHI] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (B Spooner)
21700325,3,7:37,2017-18,Regular Season,[UTA] Jerebko Foul: Defense 3 Second (3 PF) (1 FTA) (D Richardson)
21700326,3,7:44,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (B Kennedy)
21700327,3,8:10,2017-18,Regular Season,[LAC] Wilson Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21700328,2,11:34,2017-18,Regular Season,[BKN] Zeller Foul: Defense 3 Second (2 PF) (1 FTA) (D Guthrie)
21700331,4,6:33,2017-18,Regular Season,[MIL] Middleton Foul: Defense 3 Second (3 PF) (1 FTA) (D Taylor)
21700335,1,4:17,2017-18,Regular Season,[GSW] Bell Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700337,2,5:30,2017-18,Regular Season,[OKC] Anthony Foul: Defense 3 Second (3 PF) (1 FTA) (C Blair)
21700339,1,1:58,2017-18,Regular Season,[ORL] Biyombo Foul: Defense 3 Second (1 PF) (1 FTA) (D Collins)
21700345,2,3:18,2017-18,Regular Season,[MIN] Towns Foul: Defense 3 Second (3 PF) (1 FTA) (G Zielinski)
21700346,1,9:57,2017-18,Regular Season,[GSW] Durant Foul: Defense 3 Second (1 PF) (1 FTA) (M Boland)
21700352,3,1:12,2017-18,Regular Season,[WAS] Scott Foul: Defense 3 Second (2 PF) (1 FTA) (M McCutchen)
21700352,2,7:55,2017-18,Regular Season,[WAS] Scott Foul: Defense 3 Second (1 PF) (1 FTA) (M McCutchen)
21700353,2,9:21,2017-18,Regular Season,[CLE] Green Foul: Defense 3 Second (1 PF) (1 FTA) (C Blair)
21700354,2,6:56,2017-18,Regular Season,[IND] Oladipo Foul: Defense 3 Second (2 PF) (1 FTA) (D Richardson)
21700360,3,7:07,2017-18,Regular Season,[NOP] Cunningham Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700364,2,5:39,2017-18,Regular Season,[WAS] Meeks Foul: Defense 3 Second (1 PF) (1 FTA) (K Lane)
21700364,1,4:28,2017-18,Regular Season,[PHX] Ulis Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21700367,2,5:15,2017-18,Regular Season,[CHI] Holiday Foul: Defense 3 Second (2 PF) (1 FTA) (T Maddox)
21700369,3,00:57.4,2017-18,Regular Season,[IND] Bogdanovic Foul: Defense 3 Second (4 PF) (1 FTA) (L Wood)
21700369,1,4:22,2017-18,Regular Season,[IND] Oladipo Foul: Defense 3 Second (2 PF) (1 FTA) (S Foster)
21700371,2,5:26,2017-18,Regular Season,[TOR] Ibaka Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21700372,1,11:00,2017-18,Regular Season,[MIL] Antetokounmpo Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21700375,1,3:31,2017-18,Regular Season,[LAC] Wilson Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21700378,2,00:23.5,2017-18,Regular Season,[ATL] Prince Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21700382,5,3:19,2017-18,Regular Season,[MEM] Evans Foul: Defense 3 Second (4 PF) (1 FTA) (J Capers)
21700382,1,7:54,2017-18,Regular Season,[MEM] Evans Foul: Defense 3 Second (2 PF) (1 FTA) (M Kogut)
21700383,3,5:32,2017-18,Regular Season,[PHX] Chriss Foul: Defense 3 Second (3 PF) (1 FTA) (J Van Duyne)
21700386,3,4:07,2017-18,Regular Season,[DET] Drummond Foul: Defense 3 Second (5 PF) (1 FTA) (K Fitzgerald)
21700387,3,5:26,2017-18,Regular Season,[DEN] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (B Barnaky)
21700388,2,1:23,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21700391,4,10:09,2017-18,Regular Season,[CHI] Grant Foul: Defense 3 Second (4 PF) (1 FTA) (C Blair)
21700393,4,7:12,2017-18,Regular Season,[MIA] Winslow Foul: Defense 3 Second (2 PF) (1 FTA)
21700397,2,3:57,2017-18,Regular Season,[ATL] Babbitt Foul: Defense 3 Second (2 PF) (1 FTA)
21700401,4,3:08,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (4 PF) (1 FTA)
21700401,1,1:49,2017-18,Regular Season,[MIN] Wiggins Foul: Defense 3 Second (1 PF) (1 FTA)
21700406,2,5:28,2017-18,Regular Season,[WAS] Gortat Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21700412,1,4:34,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (2 PF) (1 FTA) (G Zielinski)
21700415,4,6:14,2017-18,Regular Season,[CLE] Wade Foul: Defense 3 Second (1 PF) (1 FTA)
21700415,2,7:48,2017-18,Regular Season,[LAL] Brewer Foul: Defense 3 Second (3 PF) (1 FTA)
21700426,1,1:41,2017-18,Regular Season,[MIL] Wilson Foul: Defense 3 Second (2 PF) (1 FTA)
21700444,3,10:45,2017-18,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (H Workman)
21700446,1,2:39,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (2 PF) (1 FTA) (B Taylor)
21700448,3,2:51,2017-18,Regular Season,[DAL] Harris Foul: Defense 3 Second (2 PF) (1 FTA)
21700448,1,4:09,2017-18,Regular Season,[PHX] Len Foul: Defense 3 Second (1 PF) (1 FTA)
21700453,1,8:29,2017-18,Regular Season,[CLE] Love Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21700458,3,6:49,2017-18,Regular Season,[CHI] Valentine Foul: Defense 3 Second (3 PF) (1 FTA) (G Petraitis)
21700458,1,4:51,2017-18,Regular Season,[CHI] Valentine Foul: Defense 3 Second (2 PF) (1 FTA) (N Buchert)
21700459,3,9:46,2017-18,Regular Season,[LAL] Kuzma Foul: Defense 3 Second (1 PF) (1 FTA) (M Smith)
21700464,4,5:12,2017-18,Regular Season,[GSW] Durant Foul: Defense 3 Second (3 PF) (1 FTA) (K Fitzgerald)
21700471,4,11:50,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (4 PF) (1 FTA) (E Lewis)
21700471,2,10:10,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (3 PF) (1 FTA) (N Buchert)
21700473,3,5:02,2017-18,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (2 PF) (1 FTA)
21700474,3,7:07,2017-18,Regular Season,[MIA] Adebayo Foul: Defense 3 Second (3 PF) (1 FTA)
21700475,3,2:26,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (4 PF) (1 FTA) (J Van Duyne)
21700476,1,5:09,2017-18,Regular Season,[CHA] O'Bryant III Foul: Defense 3 Second (2 PF) (1 FTA)
21700480,1,00:50.5,2017-18,Regular Season,[TOR] Siakam Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21700480,1,5:44,2017-18,Regular Season,[PHI] Johnson Foul: Defense 3 Second (2 PF) (1 FTA) (J Capers)
21700481,2,3:40,2017-18,Regular Season,[CHA] Kidd-Gilchrist Foul: Defense 3 Second (3 PF) (1 FTA)
21700481,2,7:08,2017-18,Regular Season,[MIL] Snell Foul: Defense 3 Second (1 PF) (1 FTA)
21700484,3,4:40,2017-18,Regular Season,[ATL] Collins Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21700484,2,9:17,2017-18,Regular Season,[ATL] Taylor Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21700489,1,1:20,2017-18,Regular Season,[DEN] Craig Foul: Defense 3 Second (2 PF) (1 FTA) (J Orr)
21700492,2,7:29,2017-18,Regular Season,[SAC] Jackson Foul: Defense 3 Second (1 PF) (1 FTA)
21700493,4,5:07,2017-18,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (2 PF) (1 FTA) (M Kogut)
21700500,2,11:05,2017-18,Regular Season,[ORL] Afflalo Foul: Defense 3 Second (1 PF) (1 FTA) (E Lewis)
21700502,3,7:13,2017-18,Regular Season,[BKN] Carroll Foul: Defense 3 Second (2 PF) (1 FTA)
21700504,2,2:08,2017-18,Regular Season,[PHX] Chriss Foul: Defense 3 Second (2 PF) (1 FTA) (J Williams)
21700514,1,11:07,2017-18,Regular Season,[UTA] Ingles Foul: Defense 3 Second (1 PF) (1 FTA) (S Corbin)
21700517,1,2:20,2017-18,Regular Season,[BOS] Theis Foul: Defense 3 Second (1 PF) (1 FTA)
21700518,2,11:41,2017-18,Regular Season,[MIL] Bledsoe Foul: Defense 3 Second (3 PF) (1 FTA) (E Dalen)
21700519,1,3:41,2017-18,Regular Season,[NYK] Porzingis Foul: Defense 3 Second (2 PF) (1 FTA) (S Twardoski)
21700523,4,6:24,2017-18,Regular Season,[BKN] Mozgov Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21700523,1,7:08,2017-18,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (1 PF) (1 FTA) (J Tiven)
21700525,2,4:24,2017-18,Regular Season,[DAL] Mejri Foul: Defense 3 Second (3 PF) (1 FTA)
21700526,4,11:25,2017-18,Regular Season,[OKC] Roberson Foul: Defense 3 Second (3 PF) (1 FTA) (D Stafford)
21700526,3,11:33,2017-18,Regular Season,[MIL] Henson Foul: Defense 3 Second (3 PF) (1 FTA) (D Stafford)
21700537,1,1:08,2017-18,Regular Season,[CHI] Portis Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21700538,2,3:03,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (1 PF) (1 FTA)
21700540,1,5:20,2017-18,Regular Season,[LAL] Randle Foul: Defense 3 Second (2 PF) (1 FTA) (J Goble)
21700542,2,6:58,2017-18,Regular Season,[LAC] Harrell Foul: Defense 3 Second (2 PF) (1 FTA)
21700543,2,10:51,2017-18,Regular Season,[SAC] Cauley-Stein Foul: Defense 3 Second (1 PF) (1 FTA)
21700548,1,4:48,2017-18,Regular Season,[MIN] Towns Foul: Defense 3 Second (2 PF) (1 FTA)
21700556,1,2:58,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (1 PF) (1 FTA) (B Taylor)
21700557,1,5:55,2017-18,Regular Season,[MIN] Gibson Foul: Defense 3 Second (1 PF) (1 FTA)
21700558,1,4:03,2017-18,Regular Season,[DET] Harris Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21700563,3,2:51,2017-18,Regular Season,[DEN] Lyles Foul: Defense 3 Second (3 PF) (1 FTA) (P Fraher)
21700563,2,00:44.0,2017-18,Regular Season,[DEN] Lyles Foul: Defense 3 Second (2 PF) (1 FTA) (P Fraher)
21700567,3,7:15,2017-18,Regular Season,[OKC] Adams Foul: Defense 3 Second (2 PF) (1 FTA) (J Orr)
21700567,2,6:21,2017-18,Regular Season,[LAC] Harrell Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21700571,1,1:21,2017-18,Regular Season,[MIL] Maker Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21700574,1,3:59,2017-18,Regular Season,[UTA] Hood Foul: Defense 3 Second (1 PF) (1 FTA) (S Foster)
21700575,1,5:05,2017-18,Regular Season,[MEM] Martin Foul: Defense 3 Second (1 PF) (1 FTA)
21700575,1,7:02,2017-18,Regular Season,[MEM] Gasol Foul: Defense 3 Second (1 PF) (1 FTA)
21700585,2,6:15,2017-18,Regular Season,[DEN] Chandler Foul: Defense 3 Second (3 PF) (1 FTA)
21700587,3,11:26,2017-18,Regular Season,[NYK] Kanter Foul: Defense 3 Second (3 PF) (1 FTA) (T Brown)
21700593,1,6:54,2017-18,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (1 FTA)
21700602,2,00:43.0,2017-18,Regular Season,[LAL] Randle Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21700602,2,9:10,2017-18,Regular Season,[LAL] Nance Jr. Foul: Defense 3 Second (2 PF) (1 FTA) (T Ford)
21700606,2,3:14,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (2 PF) (1 FTA)
21700606,2,8:53,2017-18,Regular Season,[BKN] Okafor Foul: Defense 3 Second (1 PF) (1 FTA)
21700609,4,11:24,2017-18,Regular Season,[MEM] Gasol Foul: Defense 3 Second (4 PF) (1 FTA)
21700610,2,3:25,2017-18,Regular Season,[ORL] Biyombo Foul: Defense 3 Second (2 PF) (1 FTA) (M Callahan)
21700618,3,9:10,2017-18,Regular Season,[UTA] Mitchell Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21700623,3,3:33,2017-18,Regular Season,[NYK] Hardaway Jr. Foul: Defense 3 Second (1 PF) (1 FTA)
21700626,1,11:25,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (1 PF) (1 FTA)
21700633,3,8:27,2017-18,Regular Season,[DEN] Plumlee Foul: Defense 3 Second (4 PF) (1 FTA) (E Lewis)
21700633,2,10:01,2017-18,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (2 PF) (1 FTA) (E Lewis)
21700633,1,7:03,2017-18,Regular Season,[DEN] Plumlee Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21700635,2,2:00,2017-18,Regular Season,[NYK] Jack Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700637,3,9:04,2017-18,Regular Season,[POR] Nurkic Foul: Defense 3 Second (4 PF) (1 FTA)
21700638,4,9:26,2017-18,Regular Season,[DET] Harris Foul: Defense 3 Second (5 PF) (1 FTA) (L Holtkamp)
21700647,1,9:05,2017-18,Regular Season,[UTA] Favors Foul: Defense 3 Second (1 PF) (1 FTA)
21700653,1,2:27,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21700655,2,4:34,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21700656,3,9:19,2017-18,Regular Season,[DET] Harris Foul: Defense 3 Second (5 PF) (1 FTA)
21700656,1,11:40,2017-18,Regular Season,[DET] Harris Foul: Defense 3 Second (1 PF) (1 FTA)
21700668,1,6:39,2017-18,Regular Season,[MIA] Whiteside Foul: Defense 3 Second (1 PF) (1 FTA)
21700669,3,4:58,2017-18,Regular Season,[DET] Drummond Foul: Defense 3 Second (3 PF) (1 FTA)
21700670,4,7:46,2017-18,Regular Season,[SAC] Labissiere Foul: Defense 3 Second (1 PF) (1 FTA)
21700673,3,6:50,2017-18,Regular Season,[IND] Bogdanovic Foul: Defense 3 Second (1 PF) (1 FTA)
21700678,1,6:27,2017-18,Regular Season,[PHI] Anderson Foul: Defense 3 Second (1 PF) (S Wright)
21700679,2,4:19,2017-18,Regular Season,[HOU] Nene Foul: Defense 3 Second (4 PF) (1 FTA)
21700687,3,5:57,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (2 PF) (1 FTA)
21700691,2,3:28,2017-18,Regular Season,[PHX] Booker Foul: Defense 3 Second (2 PF) (1 FTA)
21700691,2,7:31,2017-18,Regular Season,[MIL] Bledsoe Foul: Defense 3 Second (1 PF) (1 FTA)
21700710,4,6:33,2017-18,Regular Season,[SAC] Cauley-Stein Foul: Defense 3 Second (3 PF) (1 FTA) (H Workman)
21700718,2,1:08,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (3 PF) (1 FTA)
21700719,1,6:25,2017-18,Regular Season,[MIL] Henson Foul: Defense 3 Second (1 PF) (1 FTA)
21700721,3,6:25,2017-18,Regular Season,[POR] Aminu Foul: Defense 3 Second (2 PF) (1 FTA)
21700725,2,1:58,2017-18,Regular Season,[ORL] Payton Foul: Defense 3 Second (2 PF) (1 FTA)
21700727,2,3:15,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (2 PF) (1 FTA) (L Richardson)
21700727,2,11:24,2017-18,Regular Season,[CHA] Kaminsky Foul: Defense 3 Second (1 PF) (1 FTA) (J Williams)
21700728,4,11:23,2017-18,Regular Season,[BOS] Horford Foul: Defense 3 Second (1 PF) (1 FTA) (N Buchert)
21700732,3,9:40,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (2 PF) (1 FTA) (B Forte)
21700735,2,8:24,2017-18,Regular Season,[TOR] Poeltl Foul: Defense 3 Second (2 PF) (1 FTA) (R Mott)
21700736,3,7:21,2017-18,Regular Season,[PHI] Embiid Foul: Defense 3 Second (4 PF) (1 FTA) (E Lewis)
21700739,1,2:17,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21700741,2,00:35.5,2017-18,Regular Season,[MIL] Henson Foul: Defense 3 Second (3 PF) (1 FTA) (J Tiven)
21700746,1,10:21,2017-18,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (1 PF) (1 FTA)
21700751,3,8:39,2017-18,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (R Garretson)
21700752,3,10:58,2017-18,Regular Season,[LAC] Teodosic Foul: Defense 3 Second (1 PF) (1 FTA) (M Lindsay)
21700754,3,11:48,2017-18,Regular Season,[ORL] Speights Foul: Defense 3 Second (2 PF) (1 FTA)
21700759,2,4:37,2017-18,Regular Season,[POR] Nurkic Foul: Defense 3 Second (3 PF) (1 FTA) (G Zielinski)
21700761,3,5:26,2017-18,Regular Season,[DET] Griffin Foul: Defense 3 Second (2 PF) (1 FTA) (J Goldenberg)
21700763,3,10:07,2017-18,Regular Season,[MIN] Teague Foul: Defense 3 Second (1 PF) (1 FTA) (P Fraher)
21700766,2,2:30,2017-18,Regular Season,[IND] Stephenson Foul: Defense 3 Second (1 PF) (1 FTA)
21700771,2,11:48,2017-18,Regular Season,[NYK] Thomas Foul: Defense 3 Second (2 PF) (1 FTA) (S Corbin)
21700771,1,3:01,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (1 PF) (1 FTA) (D Guthrie)
21700784,3,11:33,2017-18,Regular Season,[BOS] Horford Foul: Defense 3 Second (3 PF) (1 FTA) (S Corbin)
21700785,4,10:32,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (3 PF) (1 FTA) (M Ervin)
21700786,4,3:06,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (2 PF) (1 FTA)
21700788,3,5:40,2017-18,Regular Season,[OKC] Ferguson Foul: Defense 3 Second (3 PF) (1 FTA)
21700789,1,6:56,2017-18,Regular Season,[PHX] Daniels Foul: Defense 3 Second (1 PF) (1 FTA)
21700791,2,2:58,2017-18,Regular Season,[WAS] Oubre Jr. Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21700799,2,4:21,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (2 PF) (1 FTA)
21700804,1,8:43,2017-18,Regular Season,[PHX] Chandler Foul: Defense 3 Second (1 PF) (1 FTA)
21700808,3,3:00,2017-18,Regular Season,[UTA] Johnson Foul: Defense 3 Second (1 PF) (1 FTA)
21700809,4,8:16,2017-18,Regular Season,[IND] Collison Foul: Defense 3 Second (2 PF) (1 FTA) (K Lane)
21700812,2,11:27,2017-18,Regular Season,[TOR] Miles Foul: Defense 3 Second (1 PF) (1 FTA)
21700816,1,6:34,2017-18,Regular Season,[OKC] Felton Foul: Defense 3 Second (1 PF) (1 FTA)
21700818,1,5:44,2017-18,Regular Season,[PHI] Saric Foul: Defense 3 Second (1 PF) (1 FTA)
21700819,3,9:01,2017-18,Regular Season,[ATL] Plumlee Foul: Defense 3 Second (1 PF) (1 FTA) (G Zielinski)
21700819,1,00:25.2,2017-18,Regular Season,[ATL] Prince Foul: Defense 3 Second (2 PF) (1 FTA) (B Kennedy)
21700820,4,3:25,2017-18,Regular Season,[BOS] Horford Foul: Defense 3 Second (2 PF) (1 FTA) (C Kirkland)
21700820,4,7:54,2017-18,Regular Season,[BOS] Ojeleye Foul: Defense 3 Second (2 PF) (1 FTA) (D Stafford)
21700822,2,4:17,2017-18,Regular Season,[CHI] LaVine Foul: Defense 3 Second (2 PF) (1 FTA)
21700825,1,9:50,2017-18,Regular Season,[SAC] Cauley-Stein Foul: Defense 3 Second (1 PF) (1 FTA) (B Barnaky)
21700826,2,6:52,2017-18,Regular Season,[BKN] Okafor Foul: Defense 3 Second (1 PF) (1 FTA)
21700830,1,3:47,2017-18,Regular Season,[LAL] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (K Fitzgerald)
21700833,2,5:07,2017-18,Regular Season,[TOR] Valanciunas Foul: Defense 3 Second (2 PF) (1 FTA)
21700841,1,3:42,2017-18,Regular Season,[DET] Ennis III Foul: Defense 3 Second (1 PF) (1 FTA)
21700843,2,9:38,2017-18,Regular Season,[BKN] Okafor Foul: Defense 3 Second (2 PF) (1 FTA)
21700844,3,10:42,2017-18,Regular Season,[CHI] Lopez Foul: Defense 3 Second (2 PF) (1 FTA) (M Callahan)
21700849,3,9:04,2017-18,Regular Season,[HOU] Tucker Foul: Defense 3 Second (2 PF) (1 FTA)
21700853,3,10:20,2017-18,Regular Season,[ATL] Dedmon Foul: Defense 3 Second (1 PF) (1 FTA)
21700861,2,2:56,2017-18,Regular Season,[OKC] George Foul: Defense 3 Second (2 PF) (1 FTA) (C Washington)
21700864,1,9:49,2017-18,Regular Season,[GSW] Green Foul: Defense 3 Second (1 PF) (1 FTA) (T Brown)
21700872,2,6:54,2017-18,Regular Season,[GSW] West Foul: Defense 3 Second (1 PF) (1 FTA) (M Callahan)
21700877,1,5:03,2017-18,Regular Season,[HOU] Mbah a Moute Foul: Defense 3 Second (1 PF) (1 FTA) (B Kennedy)
21700878,2,10:51,2017-18,Regular Season,[CLE] Green Foul: Defense 3 Second (1 PF) (1 FTA)
21700882,1,00:10.2,2017-18,Regular Season,[UTA] Udoh Foul: Defense 3 Second (1 PF) (1 FTA) (J Orr)
21700886,1,6:48,2017-18,Regular Season,[NYK] Beasley Foul: Defense 3 Second (1 PF) (1 FTA) (T Ford)
21700890,1,7:28,2017-18,Regular Season,[UTA] Gobert Foul: Defense 3 Second (1 PF) (1 FTA) (J Sterling)
21700894,4,7:30,2017-18,Regular Season,[SAS] Mills Foul: Defense 3 Second (2 PF) (1 FTA)
21700895,1,7:34,2017-18,Regular Season,[WAS] Satoransky Foul: Defense 3 Second (2 PF) (1 FTA)
21700896,2,1:23,2017-18,Regular Season,[HOU] Mbah a Moute Foul: Defense 3 Second (3 PF) (1 FTA)
21700898,2,6:25,2017-18,Regular Season,[MEM] Harrison Foul: Defense 3 Second (1 PF) (1 FTA)
21700904,2,1:50,2017-18,Regular Season,[IND] Young Foul: Defense 3 Second (1 PF) (1 FTA) (C Washington)
21700907,4,9:48,2017-18,Regular Season,[CHA] Howard Foul: Defense 3 Second (4 PF) (1 FTA) (H Workman)
21700907,2,11:49,2017-18,Regular Season,[CHA] Zeller Foul: Defense 3 Second (1 PF) (1 FTA) (H Workman)
21700917,2,11:23,2017-18,Regular Season,[GSW] West Foul: Defense 3 Second (1 PF) (1 FTA) (B Forte)
21700919,1,5:20,2017-18,Regular Season,[OKC] Anthony Foul: Defense 3 Second (1 PF) (1 FTA) (K Cutler)
21700924,2,3:39,2017-18,Regular Season,[BKN] Allen Foul: Defense 3 Second (1 PF) (1 FTA) (B Kennedy)
21700929,1,5:36,2017-18,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (1 PF) (1 FTA)
21700930,3,00:25.8,2017-18,Regular Season,[CHI] Valentine Foul: Defense 3 Second (2 PF) (1 FTA) (M Smith)
21700932,1,1:20,2017-18,Regular Season,[IND] Young Foul: Defense 3 Second (2 PF) (1 FTA) (J Capers)
21700935,3,2:06,2017-18,Regular Season,[LAC] Thornwell Foul: Defense 3 Second (1 PF) (1 FTA)
21700940,1,4:25,2017-18,Regular Season,[LAL] Lopez Foul: Defense 3 Second (1 PF) (1 FTA) (J Sterling)
21700945,1,9:37,2017-18,Regular Season,[WAS] Mark Morris Foul: Defense 3 Second (1 PF) (1 FTA)
21700946,3,5:35,2017-18,Regular Season,[NOP] Diallo Foul: Defense 3 Second (3 PF) (1 FTA) (D Guthrie)
21700951,2,6:45,2017-18,Regular Season,[MIL] Henson Foul: Defense 3 Second (2 PF) (1 FTA)
21700954,1,8:14,2017-18,Regular Season,[SAS] Aldridge Foul: Defense 3 Second (1 PF) (1 FTA) (M Davis)
21700957,3,4:34,2017-18,Regular Season,[PHI] Simmons Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700963,4,7:23,2017-18,Regular Season,[GSW] Livingston Foul: Defense 3 Second (2 PF) (1 FTA) (D Collins)
21700966,3,9:14,2017-18,Regular Season,[DET] Griffin Foul: Defense 3 Second (2 PF) (1 FTA) (N Buchert)
21700967,2,8:50,2017-18,Regular Season,[CHI] Vonleh Foul: Defense 3 Second (1 PF) (1 FTA) (J Van Duyne)
21700967,2,9:35,2017-18,Regular Season,[MEM] McLemore Foul: Defense 3 Second (2 PF) (1 FTA) (J Van Duyne)
21700968,4,7:43,2017-18,Regular Season,[MIL] Brown Foul: Defense 3 Second (2 PF) (1 FTA)
21700970,2,10:40,2017-18,Regular Season,[CLE] Korver Foul: Defense 3 Second (1 PF) (1 FTA)
21700971,2,10:01,2017-18,Regular Season,[LAL] Randle Foul: Defense 3 Second (2 PF) (1 FTA)
21700975,1,2:49,2017-18,Regular Season,[PHX] Len Foul: Defense 3 Second (1 PF) (1 FTA) (B Taylor)
21700977,3,8:16,2017-18,Regular Season,[DET] Drummond Foul: Defense 3 Second (1 PF) (1 FTA)
21700979,2,1:04,2017-18,Regular Season,[HOU] Tucker Foul: Defense 3 Second (2 PF) (1 FTA) (T Washington)
21700980,1,4:04,2017-18,Regular Season,[UTA] Crowder Foul: Defense 3 Second (1 PF) (1 FTA)
21700983,1,6:57,2017-18,Regular Season,[LAL] Randle Foul: Defense 3 Second (2 PF) (1 FTA)
21700986,4,4:12,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (4 PF) (1 FTA)
21700986,2,2:40,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (2 PF) (1 FTA)
21700991,2,6:40,2017-18,Regular Season,[LAC] Jordan Foul: Defense 3 Second (2 PF) (1 FTA)
21700993,4,7:50,2017-18,Regular Season,[CHI] Payne Foul: Defense 3 Second (1 PF) (1 FTA)
21701003,1,7:44,2017-18,Regular Season,[OKC] Adams Foul: Defense 3 Second (1 PF) (1 FTA)
21701005,3,6:03,2017-18,Regular Season,[PHI] Johnson Foul: Defense 3 Second (3 PF) (1 FTA)
21701006,3,11:15,2017-18,Regular Season,[WAS] Gortat Foul: Defense 3 Second (3 PF) (1 FTA)
21701007,2,11:22,2017-18,Regular Season,[ATL] Muscala Foul: Defense 3 Second (2 PF) (1 FTA) (N Buchert)
21701009,1,3:24,2017-18,Regular Season,[NYK] O'Quinn Foul: Defense 3 Second (1 PF) (1 FTA) (B Kennedy)
21701014,2,4:20,2017-18,Regular Season,[PHX] Chriss Foul: Defense 3 Second (4 PF) (1 FTA) (A Smith)
21701014,1,8:13,2017-18,Regular Season,[PHX] Bender Foul: Defense 3 Second (1 PF) (1 FTA) (Z Zarba)
